001001000	1	4	0	0	300	0	0	0	0	0	0	
001001000	3	0	0	0	0	0	0	0	0	0	0	
001001000	4	0	0	0	0	0	0	0	0	0	0	
001002000	1	3	0	0	300	0	0	0	0	0	0	
001002000	3	0	0	0	0	0	0	0	0	0	0	
001002000	4	0	0	0	0	0	0	0	0	0	0	
001003000	1	4	0	0	300	0	0	0	0	0	0	
001003000	3	0	0	0	0	0	0	0	0	0	0	
001003000	4	0	0	0	0	0	0	0	0	0	0	
001004000	1	3	0	0	300	0	0	0	0	0	0	
001004000	3	0	0	0	0	0	0	0	0	0	0	
001004000	4	0	0	0	0	0	0	0	0	0	0	
001005000	1	4	0	0	300	0	0	0	0	0	0	
001005000	3	0	0	0	0	0	0	0	0	0	0	
001005000	4	0	0	0	0	0	0	0	0	0	0	
001006000	1	3	0	0	300	0	0	0	0	0	0	
001006000	3	0	0	0	0	0	0	0	0	0	0	
001006000	4	0	0	0	0	0	0	0	0	0	0	
001007000	1	3	0	0	300	0	0	0	0	0	0	
001007000	3	0	0	0	0	0	0	0	0	0	0	
001007000	4	0	0	0	0	0	0	0	0	0	0	
001008000	1	3	0	0	300	0	0	0	0	0	0	
001008000	3	0	0	0	0	0	0	0	0	0	0	
001008000	4	0	0	0	0	0	0	0	0	0	0	
001009000	1	3	0	0	300	0	0	0	0	0	0	
001009000	3	0	0	0	0	0	0	0	0	0	0	
001009000	4	0	0	0	0	0	0	0	0	0	0	
001010000	1	3	0	0	300	0	0	0	0	0	0	
001010000	3	0	0	0	0	0	0	0	0	0	0	
001010000	4	0	0	0	0	0	0	0	0	0	0	
001011000	1	4	0	0	300	0	0	0	0	0	0	
001011000	3	0	0	0	0	0	0	0	0	0	0	
001011000	4	0	0	0	0	0	0	0	0	0	0	
001012000	1	4	0	0	300	0	0	0	0	0	0	
001012000	3	0	0	0	0	0	0	0	0	0	0	
001012000	4	0	0	0	0	0	0	0	0	0	0	
001013000	1	4	0	0	300	0	0	0	0	0	0	
001013000	3	0	0	0	0	0	0	0	0	0	0	
001013000	4	0	0	0	0	0	0	0	0	0	0	
001014000	1	3	0	0	300	0	0	0	0	0	0	
001014000	3	0	0	0	0	0	0	0	0	0	0	
001014000	4	0	0	0	0	0	0	0	0	0	0	
001015000	1	3	0	0	300	0	0	0	0	0	0	
001015000	3	0	0	0	0	0	0	0	0	0	0	
001015000	4	0	0	0	0	0	0	0	0	0	0	
001016000	1	2	0	0	180	0	0	0	0	0	0	
001016000	3	0	0	0	0	0	0	0	0	0	0	
001016000	4	0	0	0	0	0	0	0	0	0	0	
001017000	1	2	0	0	180	0	0	0	0	0	0	
001017000	3	0	0	0	0	0	0	0	0	0	0	
001017000	4	0	0	0	0	0	0	0	0	0	0	
001030000	1	3	0	0	300	0	0	0	0	0	0	
001030000	3	0	0	0	0	0	0	0	0	0	0	
001030000	4	0	0	0	0	0	0	0	0	0	0	
001031000	1	3	0	0	300	0	0	0	0	0	0	
001031000	3	0	0	0	0	0	0	0	0	0	0	
001031000	4	0	0	0	0	0	0	0	0	0	0	
001032000	1	3	0	0	300	0	0	0	0	0	0	
001032000	3	0	0	0	0	0	0	0	0	0	0	
001032000	4	0	0	0	0	0	0	0	0	0	0	
001033000	1	3	0	0	300	0	0	0	0	0	0	
001033000	3	0	0	0	0	0	0	0	0	0	0	
001033000	4	0	0	0	0	0	0	0	0	0	0	
001033001	1	3	0	0	300	0	0	0	0	0	0	
001033002	1	3	0	0	300	0	0	0	0	0	0	
001034000	1	2	0	0	180	0	0	0	0	0	0	
001034000	3	0	0	0	0	0	0	0	0	0	0	
001034000	4	0	0	0	0	0	0	0	0	0	0	
001034001	1	2	0	0	180	0	0	0	0	0	0	
001034002	1	2	0	0	180	0	0	0	0	0	0	
001035000	1	3	0	0	300	0	0	0	0	0	0	
001035000	3	0	0	0	0	0	0	0	0	0	0	
001035000	4	0	0	0	0	0	0	0	0	0	0	
001036000	1	2	0	0	180	0	0	0	0	0	0	
001036000	3	0	0	0	0	0	0	0	0	0	0	
001036000	4	0	0	0	0	0	0	0	0	0	0	
001037000	1	2	0	0	180	0	0	0	0	0	0	
001037000	3	0	0	0	0	0	0	0	0	0	0	
001037000	4	0	0	0	0	0	0	0	0	0	0	
001037001	1	2	0	0	180	0	0	0	0	0	0	
001037002	1	2	0	0	180	0	0	0	0	0	0	
001038000	1	3	0	0	300	0	0	0	0	0	0	
001038000	3	0	0	0	0	0	0	0	0	0	0	
001038000	4	0	0	0	0	0	0	0	0	0	0	
001039001	1	2	0	0	180	0	0	0	0	0	0	
001039001	3	0	0	0	0	0	0	0	0	0	0	
001039001	4	0	0	0	0	0	0	0	0	0	0	
001039002	1	2	0	0	180	0	0	0	0	0	0	
001039002	3	0	0	0	0	0	0	0	0	0	0	
001039002	4	0	0	0	0	0	0	0	0	0	0	
001039003	1	2	0	0	180	0	0	0	0	0	0	
